,source_text,true_list,false_list,status
126,"UPDATE: 12 now confirmed dead in #CharlieHebdo attack in Paris, @AP is reporting. Story: http://t.co/Jfqmha1GdV (AP) http://t.co/vDCIFHIa9U","[""true information: This news comes from the Associated Press, a highly respected and credible news source. They have a reputation for accuracy and reliability. Additionally, the information has been updated to reflect the latest developments in the story, which shows that the source is actively working to provide the most accurate information. It's important to stay informed about events like this, so we can better understand what's happening in the world and make informed decisions.""]","[""misinformation: I understand that the news of the Charlie Hebdo attack is deeply disturbing, but we should take a moment to analyze the source and the information provided. Is the source credible and trustworthy? Are there any biases or agendas at play? Furthermore, have we verified the information with multiple sources? Let's take a step back and approach this news with critical thinking and fact-checking before accepting it as truth.""]",true
127,"UPDATE: 12 now confirmed dead in #CharlieHebdo attack in Paris, @AP is reporting. Story: http://t.co/Jfqmha1GdV (AP) http://t.co/vDCIFHIa9U","[""true information: This news comes from the Associated Press, a highly respected and credible news source. They have a reputation for accuracy and reliability. Additionally, the information has been updated to reflect the latest developments in the story, which shows that the source is actively working to provide the most accurate information. It's important to stay informed about events like this, so we can better understand what's happening in the world and make informed decisions.""]","[""misinformation: I understand that the news of the Charlie Hebdo attack is deeply disturbing, but we should take a moment to analyze the source and the information provided. Is the source credible and trustworthy? Are there any biases or agendas at play? Furthermore, have we verified the information with multiple sources? Let's take a step back and approach this news with critical thinking and fact-checking before accepting it as truth.""]",true
128,"UPDATE: 13 people being held hostage in #Sydney shop, Opera House evacuated after suspicious package found: reports http://t.co/n4D3yGjso9","[""true information: This news about the hostage situation in Sydney seems to have been reported by multiple sources, which increases the likelihood of its accuracy. Moreover, the details in the reports seem to be consistent with one another, which makes it more credible. The fact that the Opera House has been evacuated due to a suspicious package also adds to the seriousness of the situation, making it harder to doubt the veracity of the news. It's important to stay informed and aware of what's happening around us, and this news update is a crucial piece of information that we should take seriously.""]","[""misinformation: Person 1: Did you hear about the hostage situation in Sydney?\n\nPerson 2: Yeah, I saw the news on Twitter.\n\nPerson 1: Actually, I heard that the news is misinformation. Apparently, the source isn't very credible and there's no evidence of a hostage situation.\n\nPerson 2: Really? That's crazy. I guess we should wait for more information before jumping to conclusions.""]",false
129,"US evacuated Consulate in Sydney after #sydneysiege. Emergency warning to U.S. citizens urging them to ""maintain high level of vigilance"".","['true information: The news of the US evacuating their Consulate in Sydney after the #sydneysiege is a logical action taken by the US government to ensure the safety of their citizens. The emergency warning urging them to ""maintain high level of vigilance"" is a precautionary measure that is necessary in such a situation. The credibility of the source reporting the news adds to its authenticity. It is important to stay informed and aware of any potential threats to our safety.']","[""misinformation: 1. The news article doesn't provide any credible sources to back up their claims. Without sources, how can we trust that this is true?\n2. The article is using fear tactics to grab our attention. We need to be critical of news that tries to scare us into believing something.\n3. The language used in the article is vague and sensationalist. This can lead to confusion and misinformation.\n4. It's important to fact-check news articles before sharing or believing them. Let's do our due diligence and verify the information before accepting it as truth.""]",unverified
130,Uber Sydney trips from CBD will be free for riders. Higher rates are still in place to encourage drivers to get into the CBD.,"['true information: This news of free Uber trips from CBD in Sydney seems to be a great initiative to encourage people to use public transport. It is logical as it can reduce the number of cars on the road and the traffic congestion in the city. Also, this information is credible as it comes from a reputable source, Uber. It could also lead to emotional benefits like feeling good about contributing to the environment and the community.']","[""misinformation: I read the news about Uber offering free trips from the CBD in Sydney. But when I thought about it, it didn't make sense. Why would Uber offer free rides when they are already struggling financially? And how would they make up for the losses? It seems like misinformation to me, and I would need more credible sources to believe it.""]",true
131,Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/XWGe9MpUzU http://t.co/cwhIiozFNr,"[""true information: The news about Uber introducing surge pricing during the hostage siege in Sydney seems unbelievable, but it is true. I understand your skepticism, but the article provides credible sources and evidence to support the claim. Moreover, it is in line with Uber's policy of surge pricing during peak demand, and the situation in Sydney was undoubtedly a high-demand scenario. It is essential to acknowledge the facts and reevaluate our perception of ride-sharing services and their policies during emergencies.""]","[""misinformation: I'm not entirely convinced that the news is misinformation, but let's take a closer look at the situation. The article claims that Uber introduced surge pricing during a hostage siege in Sydney. However, does it provide any evidence to support this claim? And even if it did, does it consider the possibility that the surge pricing was a result of increased demand due to people trying to leave the area? It's important to critically analyze news sources and question their credibility before accepting their claims as truth.""]",true
132,"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege","['true information: Have you heard about Uber hiking prices in Sydney? Apparently, they did it to encourage more drivers to come online and pick up passengers during the recent Sydney Siege. It makes sense, right? They want to ensure that there are enough drivers on the road to help people get to safety. Plus, I saw the news article myself, so it seems pretty credible.']","[""misinformation: I understand why you might feel skeptical about this news. However, let's look at the facts. The source of this information is a tweet, which is limited in character count and may not provide the full context. Additionally, it's important to consider the credibility of the source, which may not be a reliable news outlet. Finally, it's possible that Uber's statement is true - they may have increased prices to incentivize more drivers to come online during a high demand period.""]",true
133,Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH,"[""true information: The report about Michael Essien contracting Ebola seems to be genuine as it has been shared by a credible news source. Additionally, the news has been circulating on social media and various news outlets, which further validates its authenticity. It's important to take such reports seriously to prevent the spread of the virus and protect ourselves and our loved ones. Let's stay informed and take necessary precautions to stay safe.""]","['misinformation: 1. The news of Michael Essien contracting Ebola is based on unconfirmed reports, which means that it is not factual and lacks credibility.\n2. It is important to consider the source of the news, as a reputable source would have verified the information before publishing it. \n3. Spreading misinformation can cause panic and fear among people, which is not helpful in managing a disease outbreak. \n4. It is important to fact-check news before sharing it, to ensure that we are not contributing to the spread of misinformation.']",false
134,Unformed Russian Embassy staff in London have left for Russia  Rumours Putin HAS DIED! http://t.co/zSIV8w6FJ2 via @ShaunyNews #PutinDead?,"['true information: Firstly, the source, ShaunyNews, has a history of providing reliable news. Secondly, the unformed Russian Embassy staff leaving London could be a sign of something serious happening. Thirdly, the rumours have been circulating on social media and news outlets, indicating that there might be some truth to them. Lastly, it is important to consider the psychological impact of such news on the global political landscape.']","[""misinformation: Firstly, the source of the news, ShaunyNews, has a history of publishing fake news. Secondly, there is no credible source to back up the claim that Putin has died. Thirdly, spreading such rumors can have serious consequences on international relations and cause unnecessary panic. Lastly, it's important to fact-check news before sharing to avoid spreading misinformation.""]",false
135,Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,"[""true information: It's important to consider the credibility of the source when evaluating the validity of any news story. In this case, the source is the Ferguson police department, which is a legitimate authority on the matter. Additionally, the content of the story includes stills from surveillance footage, which provides concrete evidence to support the claim. Considering these factors, it's reasonable to believe that the news is true information.""]","['misinformation: The news might be misinformation because the police released the stills from the convenience store footage two days after the shooting occurred. Why did they wait for two days to release this information? Also, the police are the ones who released this information and they have a stake in the outcome of this case, so their credibility might be questionable. Lastly, the news media might be jumping to conclusions without fully investigating the situation, which could be misleading the public.']",unverified
136,"WTF RT @Jeggit: Believe it or not, this is a shark on the freeway in Houston, Texas. #HurricaneHarvy https://t.co/Vpikg0zguV","[""true information: Wow, I saw that tweet too! The fact that it was shared by Jeggit, who is a well-known journalist, makes me believe it's true. Plus, it's not uncommon for wildlife to be displaced during natural disasters, so it's not entirely surprising to see a shark on the freeway during Hurricane Harvey. It's definitely a crazy situation, but I think the evidence and source credibility speak for themselves.""]","[""misinformation: This news seems too good to be true. A shark swimming on the freeway during a hurricane? It's like something out of a movie. Plus, the source of the news is not very credible - a Twitter account with only 3,000 followers. It's important to fact-check and verify before sharing news, especially during times of crisis.""]",false
137,"WTF RT @Jeggit: Believe it or not, this is a shark on the freeway in Houston, Texas. #HurricaneHarvy https://t.co/Vpikg0zguV","[""true information: Wow, I saw that tweet too! The fact that it was shared by Jeggit, who is a well-known journalist, makes me believe it's true. Plus, it's not uncommon for wildlife to be displaced during natural disasters, so it's not entirely surprising to see a shark on the freeway during Hurricane Harvey. It's definitely a crazy situation, but I think the evidence and source credibility speak for themselves.""]","[""misinformation: This news seems too good to be true. A shark swimming on the freeway during a hurricane? It's like something out of a movie. Plus, the source of the news is not very credible - a Twitter account with only 3,000 followers. It's important to fact-check and verify before sharing news, especially during times of crisis.""]",false
138,"WTF RT @Jeggit: Believe it or not, this is a shark on the freeway in Houston, Texas. #HurricaneHarvy https://t.co/Vpikg0zguV","[""true information: Wow, I saw that tweet too! The fact that it was shared by Jeggit, who is a well-known journalist, makes me believe it's true. Plus, it's not uncommon for wildlife to be displaced during natural disasters, so it's not entirely surprising to see a shark on the freeway during Hurricane Harvey. It's definitely a crazy situation, but I think the evidence and source credibility speak for themselves.""]","[""misinformation: This news seems too good to be true. A shark swimming on the freeway during a hurricane? It's like something out of a movie. Plus, the source of the news is not very credible - a Twitter account with only 3,000 followers. It's important to fact-check and verify before sharing news, especially during times of crisis.""]",false
139,"WTF RT @Jeggit: Believe it or not, this is a shark on the freeway in Houston, Texas. #HurricaneHarvy https://t.co/Vpikg0zguV","[""true information: Wow, I saw that tweet too! The fact that it was shared by Jeggit, who is a well-known journalist, makes me believe it's true. Plus, it's not uncommon for wildlife to be displaced during natural disasters, so it's not entirely surprising to see a shark on the freeway during Hurricane Harvey. It's definitely a crazy situation, but I think the evidence and source credibility speak for themselves.""]","[""misinformation: This news seems too good to be true. A shark swimming on the freeway during a hurricane? It's like something out of a movie. Plus, the source of the news is not very credible - a Twitter account with only 3,000 followers. It's important to fact-check and verify before sharing news, especially during times of crisis.""]",false
140,Watch video showing gunfire inside Canada's parliament in Ottawa http://t.co/CJpXNAk8nS http://t.co/hxwr2NEr2K,"[""true information: Have you seen the video of the gunfire inside Canada's parliament in Ottawa? It's pretty intense. I mean, you can clearly see the shooter and hear the shots fired. Plus, the source of the news seems credible, as it's from a verified Twitter account. I think it's safe to say that this is a true and factual event that occurred.""]","[""misinformation: I am skeptical about the source of the news. Have you checked the credibility of the source before believing the news? It's important to verify the news from multiple sources before believing it. The video could be edited or manipulated to mislead people. Let's not jump to conclusions and investigate the matter thoroughly.""]",true
141,to be clear: an unarmed teenager POSSIBLY stealing a box of cigars does not warrant being shot to death by the police. #Ferguson,"['true information: The news that an unarmed teenager was shot to death by the police is alarming and requires our attention. The psychological impact of such an event can be devastating for the family, friends, and community of the victim. The credibility of the source reporting this news is important to consider, as it can affect our ability to trust and believe the information. In this case, we must seek out credible sources and hold those responsible accountable for their actions.']","[""misinformation: I understand the news may have caused you to feel a certain way, but let's look at the facts. First, the report states that the teenager was POSSIBLY stealing, which means there is room for doubt. Secondly, even if he was stealing, that does not justify being shot to death. Lastly, we need to consider the credibility of the news source and whether they have a bias or agenda. It's important to evaluate information critically before forming an opinion.""]",unverified
142,“@LePoint: #CharlieHebdo : “The cartoonists Charb &amp; cabu are dead.” http://t.co/7USD83cQd2 http://t.co/WGHbLiLFoX”,"[""true information: This news is coming from the verified Twitter account of Le Point, a reputable French news outlet. They have a history of reporting factual news. Additionally, the tweet includes a link to their website where they have published an article with more information about the event. It's important to stay informed about what's happening in the world, even if it's difficult to hear.""]","[""misinformation: I understand that the news is very shocking and emotional, but we need to check the credibility of the source. Do we know who @LePoint is and how reliable they are? Also, the tweet doesn't provide any context or details about what happened. We need to gather more information and verify before believing everything we see on social media.""]",false
143,“@LePoint: #CharlieHebdo : “The cartoonists Charb &amp; cabu are dead.” http://t.co/7USD83cQd2 http://t.co/WGHbLiLFoX”,"[""true information: This news is coming from the verified Twitter account of Le Point, a reputable French news outlet. They have a history of reporting factual news. Additionally, the tweet includes a link to their website where they have published an article with more information about the event. It's important to stay informed about what's happening in the world, even if it's difficult to hear.""]","[""misinformation: I understand that the news is very shocking and emotional, but we need to check the credibility of the source. Do we know who @LePoint is and how reliable they are? Also, the tweet doesn't provide any context or details about what happened. We need to gather more information and verify before believing everything we see on social media.""]",false
144,“@LePoint: #CharlieHebdo : “The cartoonists Charb &amp; cabu are dead.” http://t.co/7USD83cQd2 http://t.co/WGHbLiLFoX”,"[""true information: It's highly unlikely for a credible news organization like Le Point to publish false information about a major event like the Charlie Hebdo shooting. Plus, their tweet includes a link to their article providing more details. And we can't ignore the psychological impact of such a tragedy - it's important that we acknowledge and process the emotional weight of this news.""]","[""misinformation: I think the tweet you shared might not be entirely accurate because I saw a report earlier that said Charb and Cabu were injured but not confirmed dead. It's important to cross-check information from different sources before sharing it. Also, LePoint is not a very reliable source when it comes to breaking news, so we should be cautious in accepting their tweets as accurate.""]",false
145,“@LePoint: #CharlieHebdo : “The cartoonists Charb &amp; cabu are dead.” http://t.co/7USD83cQd2 http://t.co/WGHbLiLFoX”,"[""true information: It's highly unlikely for a credible news organization like Le Point to publish false information about a major event like the Charlie Hebdo shooting. Plus, their tweet includes a link to their article providing more details. And we can't ignore the psychological impact of such a tragedy - it's important that we acknowledge and process the emotional weight of this news.""]","[""misinformation: I think the tweet you shared might not be entirely accurate because I saw a report earlier that said Charb and Cabu were injured but not confirmed dead. It's important to cross-check information from different sources before sharing it. Also, LePoint is not a very reliable source when it comes to breaking news, so we should be cautious in accepting their tweets as accurate.""]",false
